price_id,company_id,trade_date,open_price,high_price,low_price,close_price,volume
50,1,2023-09-05,1084.45,1091.86,1083.35,1091.76,3320873
51,1,2023-09-06,1091.76,1158.37,1089.31,1150.86,3563774
52,1,2023-09-07,1150.86,1169.45,1147.12,1166.68,3734992
53,1,2023-09-08,1166.68,1207.18,1160.05,1199.29,477437
54,1,2023-09-11,1199.29,1218.12,1196.11,1213.66,1227508
55,1,2023-09-12,1213.66,1224.48,1203.3,1210.94,3976108
56,1,2023-09-13,1210.94,1229.08,1203.96,1222.93,2467663
57,1,2023-09-14,1222.93,1248.63,1222.63,1245.13,3230906
58,1,2023-09-15,1245.13,1247.33,1202.74,1214.16,4770103
59,1,2023-09-18,1214.16,1214.35,1195.09,1206.29,2146638
60,1,2023-09-19,1206.29,1243.18,1194.67,1231.28,4266517
61,1,2023-09-20,1231.28,1241.76,1197.22,1201.03,855768
62,1,2023-09-21,1201.03,1207.72,1137.49,1148.24,3483188
63,1,2023-09-22,1148.24,1155.3,1107.72,1118.8,709019
64,1,2023-09-25,1118.8,1129.61,1108.98,1123.79,3706435
65,1,2023-09-26,1123.79,1163.27,1120.49,1159.1,4048712
66,1,2023-09-27,1159.1,1204.22,1149.05,1194.54,4567070
67,1,2023-09-28,1194.54,1222.07,1186.78,1212.39,3512814
68,1,2023-09-29,1212.39,1358.64,1201.6,1347.92,1696595
69,1,2023-10-02,1347.92,1355.71,1317.22,1317.69,2333334
70,1,2023-10-03,1317.69,1324.84,1304.89,1308.64,2958257
71,1,2023-10-04,1308.64,1310.3,1283.98,1290.72,3852267
72,1,2023-10-05,1290.72,1334.37,1282.68,1331.5,435883
73,1,2023-10-06,1331.5,1340.47,1323.01,1333.26,3633195
74,1,2023-10-09,1333.26,1346.27,1301.3,1308.05,1621552
75,1,2023-10-10,1308.05,1313.8,1281.93,1282.94,136500
76,1,2023-10-11,1282.94,1327.32,1272.21,1314.67,3482911
77,1,2023-10-12,1314.67,1316.72,1265.71,1268.88,2750641
78,1,2023-10-13,1268.88,1277.95,1248.27,1256.57,1406870
79,1,2023-10-16,1256.57,1339.54,1253.46,1333.94,1786303
80,1,2023-10-17,1333.94,1384.31,1333.75,1373.9,589202
81,1,2023-10-18,1373.9,1398.19,1372.56,1391.59,2463163
82,1,2023-10-19,1391.59,1429.6,1389.18,1422.87,2174919
83,1,2023-10-20,1422.87,1499.72,1422.22,1490.26,1879316
84,1,2023-10-23,1490.26,1499.59,1421.23,1428.42,4283884
85,1,2023-10-24,1428.42,1429.43,1378.83,1387.74,142291
86,1,2023-10-25,1387.74,1414.59,1374.7,1406.35,2881616
87,1,2023-10-26,1406.35,1477.81,1398.68,1471.07,4707909
88,1,2023-10-27,1471.07,1476.75,1404.6,1418.23,4527699
89,1,2023-10-30,1418.23,1430.81,1413.71,1429.8,4225927
90,1,2023-10-31,1429.8,1430.13,1392.53,1403.96,1416455
91,1,2023-11-01,1403.96,1427.43,1391.64,1418.51,3678004
92,1,2023-11-02,1418.51,1429.9,1386.07,1389.99,895423
93,1,2023-11-03,1389.99,1434.19,1384.25,1420.13,1866370
94,1,2023-11-06,1420.13,1456.5,1415.29,1445.28,4654479
95,1,2023-11-07,1445.28,1456.13,1425.31,1436.15,524588
96,1,2023-11-08,1436.15,1495.31,1428.89,1481.93,4134022
97,1,2023-11-09,1481.93,1517.14,1481.77,1511.26,4527856
98,1,2023-11-10,1511.26,1512.63,1492.87,1497.65,4750809
99,1,2023-11-13,1497.65,1511.35,1490.93,1501.87,1473121
100,1,2023-11-14,1501.87,1532.82,1491.76,1527.8,3764348
101,1,2023-11-15,1527.8,1556.88,1520.25,1555.47,297218
102,1,2023-11-16,1555.47,1592.53,1548.6,1583.82,4439643
103,1,2023-11-17,1583.82,1586.09,1534.12,1545.89,3094908
104,1,2023-11-20,1545.89,1547.45,1530.19,1531.47,3507835
105,1,2023-11-21,1531.47,1532.77,1495.64,1510.54,1877611
106,1,2023-11-22,1510.54,1526.35,1498.27,1520.71,4736770
107,1,2023-11-23,1520.71,1532.53,1480.7,1489.01,2126867
108,1,2023-11-24,1489.01,1502.51,1478.15,1479.79,2468199
109,1,2023-11-27,1479.79,1480.63,1477.24,1479.0,596455
110,1,2023-11-28,1479.0,1488.6,1455.67,1466.61,2921010
111,1,2023-11-29,1466.61,1470.8,1449.28,1461.98,1125743
112,1,2023-11-30,1461.98,1493.27,1461.8,1479.02,4849695
113,1,2023-12-01,1479.02,1489.74,1470.83,1488.64,4846819
114,1,2023-12-04,1488.64,1496.97,1479.27,1489.18,3481785
115,1,2023-12-05,1489.18,1591.46,1475.76,1582.22,236777
116,1,2023-12-06,1582.22,1586.66,1532.29,1546.99,4452416
117,1,2023-12-07,1546.99,1649.84,1544.08,1645.28,2323855
118,1,2023-12-08,1645.28,1651.09,1597.32,1606.69,397895
119,1,2023-12-11,1606.69,1627.65,1593.62,1622.63,3426808
120,1,2023-12-12,1622.63,1713.74,1607.84,1710.95,4114460
121,1,2023-12-13,1710.95,1726.91,1631.16,1645.41,235641
122,1,2023-12-14,1645.41,1733.31,1639.22,1732.85,4054661
123,1,2023-12-15,1732.85,1749.66,1632.85,1646.72,4193260
124,1,2023-12-18,1646.72,1719.42,1639.89,1711.4,1374301
125,1,2023-12-19,1711.4,1724.83,1695.23,1711.66,4249740
126,1,2023-12-20,1711.66,1718.24,1703.95,1714.0,654505
127,1,2023-12-21,1714.0,1723.91,1702.48,1719.98,3094459
128,1,2023-12-22,1719.98,1751.9,1718.03,1745.65,3361150
129,1,2023-12-25,1745.65,1833.71,1730.78,1824.22,2764015
130,1,2023-12-26,1824.22,1840.61,1808.22,1830.34,2023379
131,1,2023-12-27,1830.34,1877.74,1826.44,1864.61,690493
132,1,2023-12-28,1864.61,1938.94,1858.07,1938.66,2953689
133,1,2023-12-29,1938.66,1956.18,1865.58,1872.1,2574807
134,1,2024-01-01,1872.1,1886.77,1754.35,1761.33,3114212
135,1,2024-01-02,1761.33,1769.42,1657.87,1674.28,2468164
136,1,2024-01-03,1674.28,1679.79,1661.0,1671.58,1208326
137,1,2024-01-04,1671.58,1692.44,1665.81,1689.36,4484974
138,1,2024-01-05,1689.36,1697.37,1632.33,1643.3,869876
139,1,2024-01-08,1643.3,1646.2,1616.58,1618.01,611972
140,1,2024-01-09,1618.01,1625.47,1577.53,1580.79,1827706
141,1,2024-01-10,1580.79,1671.56,1568.15,1670.9,3143222
142,1,2024-01-11,1670.9,1673.98,1656.31,1672.61,4605153
143,1,2024-01-12,1672.61,1686.1,1654.69,1667.16,930759
144,1,2024-01-15,1667.16,1670.65,1650.34,1656.47,2427769
145,1,2024-01-16,1656.47,1664.14,1571.82,1583.65,193049
146,1,2024-01-17,1583.65,1650.61,1572.36,1646.46,4477082
147,1,2024-01-18,1646.46,1795.46,1639.09,1793.54,2667760
148,1,2024-01-19,1793.54,1856.29,1788.71,1851.8,1892647
149,1,2024-01-22,1851.8,1854.02,1800.88,1817.06,2972026
150,1,2024-01-23,1817.06,1829.4,1746.15,1760.04,2497226
151,1,2024-01-24,1760.04,1774.34,1746.92,1763.99,2163981
152,1,2024-01-25,1763.99,1766.24,1715.03,1719.91,1821780
153,1,2024-01-26,1719.91,1772.42,1702.94,1766.13,3032816
154,1,2024-01-29,1766.13,1868.39,1764.33,1863.97,772767
155,1,2024-01-30,1863.97,1867.45,1823.57,1828.78,875134
156,1,2024-01-31,1828.78,1845.18,1801.49,1802.94,2627311
157,1,2024-02-01,1802.94,1819.12,1795.76,1817.08,4847657
158,1,2024-02-02,1817.08,1832.81,1799.61,1814.44,1296935
159,1,2024-02-05,1814.44,1857.91,1804.33,1840.81,2862347
160,1,2024-02-06,1840.81,1845.96,1774.83,1788.6,943348
161,1,2024-02-07,1788.6,1797.67,1744.75,1748.99,583035
162,1,2024-02-08,1748.99,1759.67,1652.61,1657.4,2910378
163,1,2024-02-09,1657.4,1666.22,1653.36,1654.22,1689655
164,1,2024-02-12,1654.22,1656.44,1595.08,1596.1,4949901
165,1,2024-02-13,1596.1,1646.88,1585.22,1642.7,3803537
166,1,2024-02-14,1642.7,1652.48,1607.58,1615.2,2065086
167,1,2024-02-15,1615.2,1655.89,1599.61,1642.24,630243
168,1,2024-02-16,1642.24,1654.25,1617.25,1632.57,914353
169,1,2024-02-19,1632.57,1646.07,1618.83,1636.67,707464
170,1,2024-02-20,1636.67,1649.69,1625.99,1629.28,826643
171,1,2024-02-21,1629.28,1658.89,1620.76,1647.93,1800564
172,1,2024-02-22,1647.93,1662.38,1621.41,1627.8,4084831
173,1,2024-02-23,1627.8,1635.33,1526.92,1531.54,3740570
174,1,2024-02-26,1531.54,1539.24,1483.29,1486.74,4498877
175,1,2024-02-27,1486.74,1536.32,1477.46,1522.52,593321
176,1,2024-02-28,1522.52,1536.83,1415.9,1424.84,1681179
177,1,2024-02-29,1424.84,1447.76,1417.24,1438.84,4470523
178,1,2024-03-01,1438.84,1450.18,1419.34,1421.5,1565493
179,1,2024-03-04,1421.5,1456.23,1413.4,1455.75,3814668
180,1,2024-03-05,1455.75,1468.51,1414.73,1419.59,4108073
181,1,2024-03-06,1419.59,1430.91,1406.36,1408.47,1153964
182,1,2024-03-07,1408.47,1418.64,1358.62,1368.47,3209326
183,1,2024-03-08,1368.47,1388.38,1363.74,1384.89,916172
184,1,2024-03-11,1384.89,1473.57,1376.81,1460.3,2010248
185,1,2024-03-12,1460.3,1490.31,1451.74,1488.03,2534384
186,1,2024-03-13,1488.03,1497.13,1485.36,1485.63,4361898
187,1,2024-03-14,1485.63,1500.72,1471.92,1490.34,3539120
188,1,2024-03-15,1490.34,1524.05,1481.75,1521.73,3037508
189,1,2024-03-18,1521.73,1606.94,1507.64,1592.07,2259688
190,1,2024-03-19,1592.07,1593.87,1553.01,1568.45,4196101
191,1,2024-03-20,1568.45,1580.28,1562.19,1570.99,283260
192,1,2024-03-21,1570.99,1626.3,1558.38,1620.86,33113
193,1,2024-03-22,1620.86,1629.57,1558.79,1573.27,1738266
194,1,2024-03-25,1573.27,1578.72,1486.68,1497.73,2266567
195,1,2024-03-26,1497.73,1499.84,1483.82,1486.45,2496855
196,1,2024-03-27,1486.45,1492.67,1408.61,1421.62,1818345
197,1,2024-03-28,1421.62,1498.08,1412.18,1497.88,898399
198,1,2024-03-29,1497.88,1561.71,1495.66,1546.84,2078974
199,1,2024-04-01,1546.84,1663.45,1535.24,1662.34,1057428
200,1,2024-04-02,1662.34,1680.15,1658.93,1665.19,961531
201,1,2024-04-03,1665.19,1674.6,1662.52,1663.61,3879882
202,1,2024-04-04,1663.61,1671.15,1628.79,1637.38,2209406
203,1,2024-04-05,1637.38,1699.21,1634.4,1696.58,4310310
204,1,2024-04-08,1696.58,1712.63,1588.56,1594.52,1361015
205,1,2024-04-09,1594.52,1594.92,1540.73,1543.14,3582701
206,1,2024-04-10,1543.14,1632.28,1542.72,1621.59,1117641
207,1,2024-04-11,1621.59,1655.87,1619.9,1655.54,4001581
208,1,2024-04-12,1655.54,1658.5,1590.86,1601.31,1198532
209,1,2024-04-15,1601.31,1612.88,1576.54,1590.15,4152797
210,1,2024-04-16,1590.15,1596.46,1562.34,1572.85,1032871
211,1,2024-04-17,1572.85,1600.13,1571.51,1599.92,1047352
212,1,2024-04-18,1599.92,1600.34,1582.67,1585.55,2919377
213,1,2024-04-19,1585.55,1641.37,1580.13,1628.06,1304522
214,1,2024-04-22,1628.06,1634.24,1609.76,1619.32,1347637
215,1,2024-04-23,1619.32,1628.26,1552.36,1559.16,1479384
216,1,2024-04-24,1559.16,1654.09,1547.26,1638.55,709164
217,1,2024-04-25,1638.55,1653.21,1623.67,1636.76,2131815
218,1,2024-04-26,1636.76,1689.53,1632.36,1689.15,2712754
219,1,2024-04-29,1689.15,1691.51,1609.53,1623.08,4922166
220,1,2024-04-30,1623.08,1666.8,1620.29,1658.08,1368813
221,1,2024-05-01,1658.08,1672.07,1648.89,1667.5,3260587
222,1,2024-05-02,1667.5,1681.34,1616.82,1620.17,64869
223,1,2024-05-03,1620.17,1642.01,1609.39,1632.2,885102
224,1,2024-05-06,1632.2,1694.09,1625.37,1678.74,1921861
225,1,2024-05-07,1678.74,1681.53,1636.14,1648.31,423165
226,1,2024-05-08,1648.31,1659.51,1644.26,1649.56,1952585
227,1,2024-05-09,1649.56,1661.42,1600.6,1605.37,2836359
228,1,2024-05-10,1605.37,1613.01,1532.17,1542.41,4684780
229,1,2024-05-13,1542.41,1542.89,1500.05,1504.0,2979438
230,1,2024-05-14,1504.0,1535.35,1496.53,1534.56,2988245
231,1,2024-05-15,1534.56,1587.42,1533.4,1585.73,3643661
232,1,2024-05-16,1585.73,1593.58,1542.68,1553.37,2179788
233,1,2024-05-17,1553.37,1597.95,1542.58,1585.27,1368004
234,1,2024-05-20,1585.27,1594.63,1553.77,1559.4,466994
235,1,2024-05-21,1559.4,1562.29,1547.6,1556.03,4365999
236,1,2024-05-22,1556.03,1595.65,1543.48,1584.06,3297328
237,1,2024-05-23,1584.06,1626.43,1576.3,1622.38,1113835
238,1,2024-05-24,1622.38,1660.24,1607.07,1644.0,206739
239,1,2024-05-27,1644.0,1667.5,1634.66,1664.49,4578286
240,1,2024-05-28,1664.49,1675.09,1652.88,1674.52,1493771
241,1,2024-05-29,1674.52,1688.96,1658.47,1672.6,1602311
242,1,2024-05-30,1672.6,1719.81,1671.98,1705.67,2985386
243,1,2024-05-31,1705.67,1706.98,1672.44,1684.17,1705976
244,1,2024-06-03,1684.17,1696.37,1667.97,1669.06,1583298
245,1,2024-06-04,1669.06,1744.68,1658.61,1739.13,4431028
246,1,2024-06-05,1739.13,1759.82,1735.08,1749.05,131759
247,1,2024-06-06,1749.05,1769.69,1735.08,1753.23,4989691
248,1,2024-06-07,1753.23,1813.77,1739.78,1807.43,2015635
249,1,2024-06-10,1807.43,1944.83,1789.64,1927.98,3843684
250,1,2024-06-11,1927.98,1936.04,1899.65,1907.69,3690535
251,1,2024-06-12,1907.69,1914.45,1879.02,1884.43,1488577
252,1,2024-06-13,1884.43,1888.83,1868.24,1869.02,99190
253,1,2024-06-14,1869.02,1876.21,1854.45,1867.14,1099086
254,1,2024-06-17,1867.14,1897.69,1852.46,1879.83,456160
255,1,2024-06-18,1879.83,1951.78,1871.04,1933.52,3070922
256,1,2024-06-19,1933.52,1936.75,1902.47,1921.51,1166041
257,1,2024-06-20,1921.51,1942.53,1911.66,1930.79,1161042
258,1,2024-06-21,1930.79,1961.84,1926.53,1958.38,940326
259,1,2024-06-24,1958.38,1959.51,1903.53,1922.16,4420091
260,1,2024-06-25,1922.16,2006.92,1903.04,1988.47,877737
261,1,2024-06-26,1988.47,2084.84,1985.41,2070.43,4081007
262,1,2024-06-27,2070.43,2075.08,2031.59,2036.14,2689502
263,1,2024-06-28,2036.14,2129.51,2018.28,2127.57,1335344
264,1,2024-07-01,2127.57,2241.32,2108.66,2238.42,4778700
265,1,2024-07-02,2238.42,2271.78,2226.09,2256.99,444063
266,1,2024-07-03,2256.99,2288.2,2248.58,2278.89,1306171
267,1,2024-07-04,2278.89,2280.74,2271.69,2276.7,3419461
268,1,2024-07-05,2276.7,2397.07,2257.32,2395.24,2480781
269,1,2024-07-08,2395.24,2592.06,2386.91,2570.86,3393300
270,1,2024-07-09,2570.86,2585.4,2524.5,2531.26,4394363
271,1,2024-07-10,2531.26,2596.54,2509.31,2574.64,3544731
272,1,2024-07-11,2574.64,2679.7,2556.68,2657.46,3403902
273,1,2024-07-12,2657.46,2768.41,2634.05,2764.03,4360499
274,1,2024-07-15,2764.03,2816.88,2741.2,2816.05,653060
275,1,2024-07-16,2816.05,2919.32,2793.02,2914.63,4162349
276,1,2024-07-17,2914.63,2929.42,2845.37,2845.55,1442320
277,1,2024-07-18,2845.55,2879.4,2838.16,2861.33,3173688
278,1,2024-07-19,2861.33,2880.65,2839.01,2865.18,543833
279,1,2024-07-22,2865.18,2913.7,2855.39,2885.91,3166783
280,1,2024-07-23,2885.91,3046.13,2882.95,3018.0,4686770
281,1,2024-07-24,3018.0,3027.08,2957.81,2978.9,346079
282,1,2024-07-25,2978.9,3013.12,2968.6,2995.68,3108368
283,1,2024-07-26,2995.68,3018.4,2946.38,2947.1,120396
284,1,2024-07-29,2947.1,2989.0,2932.7,2979.35,3854333
285,1,2024-07-30,2979.35,2987.51,2902.13,2931.36,2136644
286,1,2024-07-31,2931.36,3105.31,2926.56,3091.36,3976099
287,1,2024-08-01,3091.36,3093.9,2979.34,2999.76,3276010
288,1,2024-08-02,2999.76,3069.78,2971.23,3061.41,763778
289,1,2024-08-05,3061.41,3132.26,3041.86,3119.16,1993996
290,1,2024-08-06,3119.16,3127.72,3079.59,3110.19,2052576
291,1,2024-08-07,3110.19,3116.82,3087.46,3088.42,3261817
292,1,2024-08-08,3088.42,3131.46,3061.72,3119.97,2371317
293,1,2024-08-09,3119.97,3175.28,3093.61,3150.99,3807509
294,1,2024-08-12,3150.99,3212.74,3146.86,3192.75,172305
295,1,2024-08-13,3192.75,3236.53,3177.38,3210.95,595367
296,1,2024-08-14,3210.95,3281.11,3188.94,3277.01,2157226
297,1,2024-08-15,3277.01,3279.11,3254.14,3273.19,1352277
298,1,2024-08-16,3273.19,3299.3,3127.57,3137.31,2281548
299,1,2024-08-19,3137.31,3156.13,3087.11,3096.14,3477959
300,1,2024-08-20,3096.14,3122.77,2855.95,2878.4,207697
301,1,2024-08-21,2878.4,2885.36,2770.04,2797.64,721052
302,1,2024-08-22,2797.64,2811.6,2776.5,2793.77,3515300
303,1,2024-08-23,2793.77,2802.89,2761.48,2775.85,448453
304,1,2024-08-26,2775.85,2787.76,2774.93,2778.02,402106
305,1,2024-08-27,2778.02,2793.79,2678.69,2697.29,4004927
306,1,2024-08-28,2697.29,2702.69,2670.81,2675.29,531793
307,1,2024-08-29,2675.29,2784.79,2650.24,2783.91,269336
308,1,2024-08-30,2783.91,2874.07,2764.17,2858.59,4356135
309,1,2024-09-02,2858.59,2942.8,2835.3,2932.84,409773
310,1,2024-09-03,2932.84,3013.62,2916.78,2986.89,4088315
311,1,2024-09-04,2986.89,3183.41,2965.04,3166.74,417333
312,1,2024-09-05,3166.74,3168.65,3095.75,3103.42,806127
313,1,2024-09-06,3103.42,3133.7,3064.21,3074.57,918768
314,1,2024-09-09,3074.57,3136.99,3054.32,3112.41,2495996
315,1,2024-09-10,3112.41,3275.88,3081.4,3268.41,4874217
316,1,2024-09-11,3268.41,3331.31,3261.89,3309.79,3404338
317,1,2024-09-12,3309.79,3338.53,3261.19,3285.07,3716105
318,1,2024-09-13,3285.07,3299.05,3115.22,3126.03,1861483
319,1,2024-09-16,3126.03,3160.19,3103.36,3146.39,2438478
320,1,2024-09-17,3146.39,3270.3,3118.05,3241.98,2114387
321,1,2024-09-18,3241.98,3333.48,3235.15,3303.34,3118603
322,1,2024-09-19,3303.34,3324.2,3129.14,3152.25,666522
323,1,2024-09-20,3152.25,3203.18,3144.77,3197.44,4857261
324,1,2024-09-23,3197.44,3227.45,3170.12,3221.62,2466466
325,1,2024-09-24,3221.62,3287.01,3205.04,3272.43,1802574
326,1,2024-09-25,3272.43,3291.84,3231.95,3237.24,1961496
327,1,2024-09-26,3237.24,3262.28,3111.56,3115.64,4849407
328,1,2024-09-27,3115.64,3235.19,3108.29,3220.58,376748
329,1,2024-09-30,3220.58,3238.63,3193.88,3227.75,2160128
330,1,2024-10-01,3227.75,3235.78,3088.42,3107.6,3536818
331,1,2024-10-02,3107.6,3108.74,3053.51,3076.17,3322384
332,1,2024-10-03,3076.17,3090.77,3019.29,3044.99,4030294
333,1,2024-10-04,3044.99,3142.47,3041.58,3136.02,1356050
334,1,2024-10-07,3136.02,3159.55,3119.36,3157.74,4683662
335,1,2024-10-08,3157.74,3235.06,3141.73,3224.87,217448
336,1,2024-10-09,3224.87,3229.65,3185.57,3217.32,4825942
337,1,2024-10-10,3217.32,3317.87,3200.73,3302.85,2449344
338,1,2024-10-11,3302.85,3358.3,3298.24,3336.06,159568
339,1,2024-10-14,3336.06,3450.27,3313.59,3443.32,4849861
340,1,2024-10-15,3443.32,3446.56,3316.97,3339.43,2224313
341,1,2024-10-16,3339.43,3362.56,3293.12,3320.95,4723624
342,1,2024-10-17,3320.95,3364.74,3304.44,3341.9,3093057
343,1,2024-10-18,3341.9,3362.43,3310.79,3361.4,3450738
344,1,2024-10-21,3361.4,3487.31,3354.15,3463.87,3297838
345,1,2024-10-22,3463.87,3631.9,3441.09,3628.04,4997074
346,1,2024-10-23,3628.04,3629.78,3473.09,3507.37,2040470
347,1,2024-10-24,3507.37,3560.14,3481.47,3540.07,4393792
348,1,2024-10-25,3540.07,3597.89,3528.49,3583.4,3341290
349,1,2024-10-28,3583.4,3674.6,3567.8,3645.52,4090992
350,1,2024-10-29,3645.52,3724.15,3625.67,3719.68,38735
351,1,2024-10-30,3719.68,3734.42,3576.32,3601.37,1948904
352,1,2024-10-31,3601.37,3617.53,3442.7,3450.89,1872526
353,1,2024-11-01,3450.89,3637.7,3434.9,3615.3,1905131
354,1,2024-11-04,3615.3,3753.35,3596.54,3721.23,2401117
355,1,2024-11-05,3721.23,3742.82,3552.14,3571.2,3043446
356,1,2024-11-06,3571.2,3598.51,3373.06,3400.71,3593434
357,1,2024-11-07,3400.71,3484.05,3369.18,3475.59,310734
358,1,2024-11-08,3475.59,3536.69,3463.37,3503.95,516089
359,1,2024-11-11,3503.95,3513.93,3321.59,3331.83,4017099
360,1,2024-11-12,3331.83,3349.8,3311.98,3322.33,3055565
361,1,2024-11-13,3322.33,3336.07,3223.0,3226.93,913935
362,1,2024-11-14,3226.93,3337.59,3221.08,3315.01,2630565
363,1,2024-11-15,3315.01,3333.82,3248.81,3257.17,4815005
364,1,2024-11-18,3257.17,3303.29,3230.92,3287.39,2755630
365,1,2024-11-19,3287.39,3330.73,3267.61,3299.34,4097752
366,1,2024-11-20,3299.34,3328.51,3250.8,3258.23,1068103
367,1,2024-11-21,3258.23,3285.59,3097.5,3125.63,1773572
368,1,2024-11-22,3125.63,3292.08,3101.24,3284.3,1381282
369,1,2024-11-25,3284.3,3306.22,3253.08,3256.19,3123058
370,1,2024-11-26,3256.19,3389.32,3237.09,3374.08,848390
371,1,2024-11-27,3374.08,3443.57,3370.85,3436.12,127956
372,1,2024-11-28,3436.12,3499.7,3415.26,3477.37,2738020
373,1,2024-11-29,3477.37,3498.05,3404.13,3421.13,4939049
374,1,2024-12-02,3421.13,3425.79,3262.32,3285.16,2027550
375,1,2024-12-03,3285.16,3468.93,3252.59,3445.07,650687
376,1,2024-12-04,3445.07,3448.66,3365.18,3389.74,2896150
377,1,2024-12-05,3389.74,3392.64,3322.47,3352.45,967417
378,1,2024-12-06,3352.45,3363.29,3325.09,3332.65,1781431
379,1,2024-12-09,3332.65,3338.2,3305.97,3335.94,1176223
380,1,2024-12-10,3335.94,3353.96,3232.71,3261.42,3257878
381,1,2024-12-11,3261.42,3272.28,3052.18,3072.75,4970755
382,1,2024-12-12,3072.75,3126.66,3055.61,3106.1,3655946
383,1,2024-12-13,3106.1,3123.57,3013.43,3042.57,884761
384,1,2024-12-16,3042.57,3063.56,3031.54,3037.64,2683780
385,1,2024-12-17,3037.64,3060.61,3017.32,3027.84,3327909
386,1,2024-12-18,3027.84,3051.92,2921.09,2948.43,1180863
387,1,2024-12-19,2948.43,2977.69,2828.52,2854.99,2704386
388,1,2024-12-20,2854.99,2879.03,2814.04,2828.78,3121692
389,1,2024-12-23,2828.78,2848.17,2805.41,2844.54,3912320
390,1,2024-12-24,2844.54,2864.7,2818.01,2819.03,1522610
391,1,2024-12-25,2819.03,2821.5,2728.93,2754.74,2773473
392,1,2024-12-26,2754.74,2763.16,2637.83,2648.34,2241540
393,1,2024-12-27,2648.34,2702.82,2635.18,2678.2,4960868
394,1,2024-12-30,2678.2,2896.37,2672.61,2871.92,4653670
395,1,2024-12-31,2871.92,2889.69,2846.7,2878.74,4341602
396,1,2025-01-01,2878.74,2901.94,2847.8,2870.48,1530348
397,1,2025-01-02,2870.48,2875.46,2836.06,2855.91,1737037
398,1,2025-01-03,2855.91,2883.77,2775.38,2793.28,4114178
399,1,2025-01-06,2793.28,2810.22,2769.91,2791.25,882444
400,1,2025-01-07,2791.25,2871.84,2780.13,2857.48,740406
